# Benjamin Haibe-Kains. All rights reserved.
# mean.1: -0.691648 -0.68502
# mean.2: -0.186555 0.762027
# mean.3: 0.628935 -0.36815
# sigma: 0.0945646 0.0612837
# pro: 0.293605 0.165698 0.540698
# scale: 0.0761266
# shape: 1.2422 0.805023
# cutoff.AURKA: -0.212802
"module","probe","EntrezGene.ID","coefficient"
"ESR1","205225_at","2099","1"
"","","",""
"ERBB2","216836_s_at","2064","1"
"","","",""
"AURKA","208079_s_at","6790","1"
